stream_id,played_at,track_id,artist_id,artist_name,genre,platform,country,track_duration_ms,ms_played,skipped,date
S1461,2025-07-03 09:05:58,T4331,A1,Taylor Swift,Pop,Mobile,US,246942,33637,1,2025-07-03
S1462,2025-10-01 19:09:53,T5070,A5,The Weeknd,R&B,TV,US,135172,78859,0,2025-10-01
S1463,2025-03-20 08:31:22,T6379,A5,The Weeknd,R&B,Mobile,MX,157254,111505,0,2025-03-20
S1464,2025-10-04 07:47:16,T3028,A10,Olivia Rodrigo,Pop,Desktop,US,248091,129106,0,2025-10-04
S1465,2026-02-05 20:45:19,T7898,A6,Kendrick Lamar,Rap,TV,US,179495,113037,0,2026-02-05
S1466,2025-02-25 21:43:40,T6050,A3,Bad Bunny,Latin,Desktop,US,250637,221924,0,2025-02-25
S1467,2026-01-27 18:14:43,T7984,A2,Billie Eilish,Pop,Mobile,US,199831,185035,0,2026-01-27
S1468,2025-07-07 19:45:57,T4220,A1,Taylor Swift,Pop,Mobile,US,199273,44229,1,2025-07-07
S1469,2025-12-19 10:21:49,T6309,A7,SZA,R&B,Mobile,US,130853,105377,0,2025-12-19
S1470,2025-11-20 12:51:05,T1527,A7,SZA,R&B,Mobile,GB,178116,67445,0,2025-11-20
S1471,2025-08-30 21:03:57,T9601,A6,Kendrick Lamar,Rap,Desktop,US,204346,131573,0,2025-08-30
S1472,2025-11-03 19:22:43,T1037,A1,Taylor Swift,Pop,Mobile,US,136097,119449,0,2025-11-03
S1473,2025-12-21 18:44:18,T7297,A7,SZA,R&B,Mobile,CA,184859,146560,0,2025-12-21
S1474,2025-07-06 20:53:44,T7227,A6,Kendrick Lamar,Rap,Mobile,CA,172398,99458,0,2025-07-06
S1475,2025-06-10 18:30:43,T2147,A10,Olivia Rodrigo,Pop,Mobile,BD,207431,158754,0,2025-06-10
S1476,2025-10-07 21:51:02,T1863,A6,Kendrick Lamar,Rap,Mobile,GB,238164,180139,0,2025-10-07
S1477,2025-11-30 01:27:02,T6994,A3,Bad Bunny,Latin,Mobile,BD,224215,31632,1,2025-11-30
S1478,2025-11-12 20:13:17,T7871,A4,Drake,Hip-Hop,Mobile,BD,198448,140182,0,2025-11-12
S1479,2025-11-26 08:26:50,T2020,A2,Billie Eilish,Pop,TV,US,248248,53298,1,2025-11-26
S1480,2025-07-17 12:59:09,T3027,A7,SZA,R&B,Mobile,BD,223512,76047,0,2025-07-17
S1481,2025-12-03 08:48:14,T1066,A7,SZA,R&B,Desktop,US,196652,34995,1,2025-12-03
S1482,2025-03-25 13:18:08,T2879,A2,Billie Eilish,Pop,Mobile,US,171931,142339,0,2025-03-25
S1483,2025-08-23 08:03:14,T4998,A2,Billie Eilish,Pop,Mobile,MX,231590,144530,0,2025-08-23
S1484,2025-02-08 12:50:47,T9469,A1,Taylor Swift,Pop,Mobile,GB,128646,105898,0,2025-02-08
S1485,2025-06-09 20:07:48,T7905,A9,"Tyler, The Creator",Alternative,Desktop,US,172786,120864,0,2025-06-09
S1486,2025-06-23 23:52:00,T4989,A2,Billie Eilish,Pop,Mobile,GB,139630,65939,0,2025-06-23
S1487,2025-07-04 02:06:52,T8432,A3,Bad Bunny,Latin,Mobile,US,124304,94614,0,2025-07-04
S1488,2025-10-18 13:30:17,T2878,A3,Bad Bunny,Latin,Mobile,US,218225,161321,0,2025-10-18
S1489,2025-07-01 15:11:47,T8827,A4,Drake,Hip-Hop,Desktop,US,142007,114602,0,2025-07-01
S1490,2025-07-21 21:29:32,T2562,A7,SZA,R&B,Mobile,GB,236821,201647,0,2025-07-21
S1491,2025-05-08 22:58:46,T2820,A9,"Tyler, The Creator",Alternative,Desktop,ES,245748,39609,1,2025-05-08
S1492,2025-06-26 09:06:27,T1947,A2,Billie Eilish,Pop,Mobile,ES,229833,224076,0,2025-06-26
S1493,2025-05-04 23:48:02,T4342,A7,SZA,R&B,Mobile,BD,174491,138693,0,2025-05-04
S1494,2025-03-07 18:42:05,T1134,A3,Bad Bunny,Latin,Desktop,US,154489,61365,0,2025-03-07
S1495,2025-09-13 17:30:37,T4155,A10,Olivia Rodrigo,Pop,Mobile,MX,175801,138549,0,2025-09-13
S1496,2025-10-08 04:14:06,T7344,A3,Bad Bunny,Latin,Mobile,US,167068,127853,0,2025-10-08
S1497,2025-09-19 18:42:29,T2023,A1,Taylor Swift,Pop,Mobile,MX,235874,139481,0,2025-09-19
S1498,2025-07-26 21:26:16,T6487,A5,The Weeknd,R&B,Mobile,GB,137534,107889,0,2025-07-26
S1499,2025-06-28 16:54:17,T9156,A2,Billie Eilish,Pop,Mobile,US,177087,29672,1,2025-06-28
S1500,2025-12-17 02:21:55,T7986,A1,Taylor Swift,Pop,Mobile,CA,153123,141607,0,2025-12-17
S1501,2025-08-14 18:52:25,T7465,A7,SZA,R&B,Desktop,CA,122823,103487,0,2025-08-14
S1502,2025-08-01 06:50:26,T5417,A7,SZA,R&B,TV,US,259229,135533,0,2025-08-01
S1503,2025-02-16 17:39:23,T8033,A4,Drake,Hip-Hop,Mobile,MX,135581,97389,0,2025-02-16
S1504,2025-06-15 14:51:07,T5088,A7,SZA,R&B,Mobile,US,225847,47576,0,2025-06-15
S1505,2025-06-28 18:20:28,T4780,A5,The Weeknd,R&B,Desktop,CA,246846,242429,0,2025-06-28
S1506,2025-07-04 23:42:20,T5038,A6,Kendrick Lamar,Rap,Desktop,MX,178535,115494,0,2025-07-04
S1507,2025-09-04 19:02:30,T2875,A6,Kendrick Lamar,Rap,Desktop,GB,141998,85331,0,2025-09-04
S1508,2025-08-19 17:54:26,T8149,A6,Kendrick Lamar,Rap,Mobile,CA,127085,92779,0,2025-08-19
S1509,2025-09-15 08:45:26,T4664,A2,Billie Eilish,Pop,Mobile,US,181508,19774,1,2025-09-15
S1510,2025-11-13 20:08:56,T3769,A3,Bad Bunny,Latin,Desktop,US,250611,66669,1,2025-11-13
S1511,2025-12-01 20:32:32,T9656,A4,Drake,Hip-Hop,Mobile,MX,202186,42242,1,2025-12-01
S1512,2025-10-27 00:25:27,T7191,A4,Drake,Hip-Hop,Mobile,CA,192853,108392,0,2025-10-27
S1513,2026-01-18 19:43:42,T5351,A8,Post Malone,Pop,Mobile,US,215022,113493,0,2026-01-18
S1514,2025-02-13 16:30:52,T8342,A3,Bad Bunny,Latin,Desktop,BD,203468,129778,0,2025-02-13
S1515,2025-04-23 02:00:19,T8223,A2,Billie Eilish,Pop,Mobile,US,153149,133060,0,2025-04-23
S1516,2025-02-09 05:11:16,T8106,A2,Billie Eilish,Pop,Desktop,US,130476,108584,0,2025-02-09
S1517,2025-09-30 08:14:33,T9783,A2,Billie Eilish,Pop,TV,US,179716,140157,0,2025-09-30
S1518,2025-12-27 17:49:15,T1412,A7,SZA,R&B,Mobile,BD,258489,124196,0,2025-12-27
S1519,2025-05-11 06:03:07,T5819,A4,Drake,Hip-Hop,Mobile,MX,167893,151882,0,2025-05-11
S1520,2026-01-06 22:33:45,T4343,A7,SZA,R&B,Mobile,GB,125570,98645,0,2026-01-06
S1521,2025-03-02 19:24:14,T7550,A4,Drake,Hip-Hop,Mobile,MX,158818,123088,0,2025-03-02
S1522,2026-01-09 23:27:08,T5000,A9,"Tyler, The Creator",Alternative,Mobile,GB,236639,172657,0,2026-01-09
S1523,2025-06-18 23:01:16,T4026,A10,Olivia Rodrigo,Pop,Mobile,US,146021,121207,0,2025-06-18
S1524,2025-03-18 09:57:09,T3952,A6,Kendrick Lamar,Rap,Mobile,ES,169172,159242,0,2025-03-18
S1525,2025-08-03 13:08:30,T3008,A9,"Tyler, The Creator",Alternative,TV,US,213536,131093,0,2025-08-03
S1526,2025-05-16 07:01:23,T7500,A5,The Weeknd,R&B,Mobile,US,258851,210160,0,2025-05-16
S1527,2025-05-26 21:18:16,T7567,A10,Olivia Rodrigo,Pop,Mobile,BD,167369,124390,0,2025-05-26
S1528,2025-06-03 23:42:48,T3310,A8,Post Malone,Pop,Mobile,US,174439,25501,1,2025-06-03
S1529,2025-11-28 07:09:49,T8365,A10,Olivia Rodrigo,Pop,Desktop,CA,178425,151918,0,2025-11-28
S1530,2025-08-21 14:54:27,T5074,A6,Kendrick Lamar,Rap,Mobile,CA,193360,38887,1,2025-08-21
S1531,2025-06-05 10:37:47,T5102,A8,Post Malone,Pop,Mobile,GB,165379,84555,0,2025-06-05
S1532,2025-09-16 06:27:58,T8301,A5,The Weeknd,R&B,Mobile,US,223689,155751,0,2025-09-16
S1533,2025-10-26 09:49:51,T6625,A3,Bad Bunny,Latin,Desktop,US,149757,98330,0,2025-10-26
S1534,2025-05-22 07:49:00,T4825,A3,Bad Bunny,Latin,Mobile,US,167192,124344,0,2025-05-22
S1535,2025-07-09 22:59:02,T4635,A9,"Tyler, The Creator",Alternative,Mobile,US,245343,151930,0,2025-07-09
S1536,2025-03-26 02:14:51,T5823,A1,Taylor Swift,Pop,Desktop,MX,200553,118013,0,2025-03-26
S1537,2025-04-17 16:09:20,T8617,A6,Kendrick Lamar,Rap,Mobile,US,148332,71876,0,2025-04-17
S1538,2025-10-12 23:36:14,T5149,A4,Drake,Hip-Hop,Mobile,US,171604,144659,0,2025-10-12
S1539,2025-04-17 18:22:13,T5622,A4,Drake,Hip-Hop,Mobile,US,126508,97532,0,2025-04-17
S1540,2025-08-16 19:14:09,T9700,A9,"Tyler, The Creator",Alternative,TV,BD,131933,64975,0,2025-08-16
S1541,2025-10-23 18:55:08,T2081,A9,"Tyler, The Creator",Alternative,Mobile,ES,173256,119740,0,2025-10-23
S1542,2025-03-20 11:43:38,T8457,A6,Kendrick Lamar,Rap,Mobile,US,127536,106943,0,2025-03-20
S1543,2025-08-30 23:04:24,T5279,A3,Bad Bunny,Latin,Desktop,US,142836,119808,0,2025-08-30
S1544,2025-05-16 04:55:41,T6430,A4,Drake,Hip-Hop,Mobile,CA,122217,79296,0,2025-05-16
S1545,2026-01-21 19:56:25,T5120,A4,Drake,Hip-Hop,Desktop,US,148165,119153,0,2026-01-21
S1546,2025-08-02 18:07:21,T5085,A3,Bad Bunny,Latin,Mobile,CA,149475,110167,0,2025-08-02
S1547,2025-11-29 10:51:24,T4915,A1,Taylor Swift,Pop,Mobile,CA,244639,114072,1,2025-11-29
S1548,2025-08-25 07:47:11,T7614,A5,The Weeknd,R&B,Mobile,US,137361,112526,0,2025-08-25
S1549,2025-02-23 22:08:09,T7240,A3,Bad Bunny,Latin,Mobile,GB,239590,91101,1,2025-02-23
S1550,2025-09-24 20:47:09,T6880,A6,Kendrick Lamar,Rap,TV,US,224356,104251,0,2025-09-24
S1551,2026-01-16 23:08:25,T3687,A3,Bad Bunny,Latin,Mobile,MX,139188,95483,0,2026-01-16
S1552,2025-09-12 21:34:26,T8048,A4,Drake,Hip-Hop,Mobile,GB,176731,70621,0,2025-09-12
S1553,2025-12-03 19:59:30,T4597,A1,Taylor Swift,Pop,TV,CA,178929,100103,0,2025-12-03
S1554,2025-12-23 12:18:42,T3778,A10,Olivia Rodrigo,Pop,TV,US,124390,107861,0,2025-12-23
S1555,2025-05-05 10:37:05,T7857,A5,The Weeknd,R&B,Mobile,US,257084,173639,0,2025-05-05
S1556,2025-04-29 08:14:28,T9558,A1,Taylor Swift,Pop,Mobile,US,174436,32451,1,2025-04-29
S1557,2025-09-16 13:46:44,T1963,A5,The Weeknd,R&B,Desktop,BD,147506,85897,0,2025-09-16
S1558,2025-07-09 03:53:04,T9087,A9,"Tyler, The Creator",Alternative,Mobile,MX,249473,187157,0,2025-07-09
S1559,2025-12-09 22:13:52,T7522,A8,Post Malone,Pop,Mobile,MX,228306,120529,0,2025-12-09
S1560,2025-12-28 07:01:22,T8163,A7,SZA,R&B,Desktop,US,205498,74363,1,2025-12-28
S1561,2025-06-19 18:43:51,T5589,A1,Taylor Swift,Pop,Desktop,US,140548,87217,0,2025-06-19
S1562,2025-05-08 18:45:18,T7217,A6,Kendrick Lamar,Rap,Mobile,ES,124651,63805,0,2025-05-08
S1563,2025-11-19 19:23:19,T8475,A7,SZA,R&B,TV,GB,188492,71964,1,2025-11-19
S1564,2025-05-23 00:46:26,T6813,A5,The Weeknd,R&B,Mobile,US,224085,218418,0,2025-05-23
S1565,2025-12-04 19:51:23,T2557,A9,"Tyler, The Creator",Alternative,Mobile,BD,235517,61669,1,2025-12-04
S1566,2025-07-13 12:16:24,T4588,A3,Bad Bunny,Latin,Mobile,US,243609,131165,0,2025-07-13
S1567,2025-10-07 21:45:54,T9301,A2,Billie Eilish,Pop,Mobile,US,186195,175430,0,2025-10-07
S1568,2025-03-16 02:30:27,T8999,A9,"Tyler, The Creator",Alternative,Mobile,GB,127805,87776,0,2025-03-16
S1569,2025-09-21 09:49:58,T6944,A6,Kendrick Lamar,Rap,TV,US,186296,104394,0,2025-09-21
S1570,2025-07-22 21:27:21,T3748,A1,Taylor Swift,Pop,Desktop,US,216309,183696,0,2025-07-22
S1571,2025-09-07 06:55:58,T2807,A3,Bad Bunny,Latin,Mobile,GB,226827,191322,0,2025-09-07
S1572,2025-04-12 16:04:53,T9827,A9,"Tyler, The Creator",Alternative,Desktop,GB,213603,172269,0,2025-04-12
S1573,2025-11-03 06:43:41,T7823,A1,Taylor Swift,Pop,Mobile,US,162718,134672,0,2025-11-03
S1574,2025-12-16 22:07:37,T4274,A1,Taylor Swift,Pop,Mobile,US,255480,179870,0,2025-12-16
S1575,2025-04-30 23:27:56,T7984,A3,Bad Bunny,Latin,Desktop,US,187391,34784,0,2025-04-30
S1576,2025-03-16 06:46:11,T2499,A9,"Tyler, The Creator",Alternative,Mobile,US,213321,54373,1,2025-03-16
S1577,2025-02-15 19:56:24,T3278,A9,"Tyler, The Creator",Alternative,Desktop,US,191157,157479,0,2025-02-15
S1578,2025-09-28 06:37:43,T7179,A5,The Weeknd,R&B,Mobile,US,220576,192686,0,2025-09-28
S1579,2025-09-14 22:14:43,T3127,A5,The Weeknd,R&B,Mobile,CA,173346,105109,0,2025-09-14
S1580,2025-08-23 23:40:50,T3148,A3,Bad Bunny,Latin,Mobile,US,212550,196627,0,2025-08-23
S1581,2025-05-06 20:52:33,T5528,A2,Billie Eilish,Pop,Mobile,GB,188698,149400,0,2025-05-06
S1582,2025-07-02 09:59:44,T3204,A8,Post Malone,Pop,Mobile,US,205800,181664,0,2025-07-02
S1583,2025-09-10 06:12:07,T6293,A1,Taylor Swift,Pop,Mobile,US,224821,109044,0,2025-09-10
S1584,2025-08-07 04:58:12,T4436,A5,The Weeknd,R&B,Mobile,BD,173117,159638,0,2025-08-07
S1585,2026-01-31 23:35:05,T5822,A6,Kendrick Lamar,Rap,Mobile,MX,179117,108365,0,2026-01-31
S1586,2025-03-31 17:37:31,T5265,A1,Taylor Swift,Pop,Mobile,US,186144,173287,0,2025-03-31
S1587,2025-10-18 10:20:43,T8664,A5,The Weeknd,R&B,Mobile,US,128076,101156,0,2025-10-18
S1588,2025-07-06 20:43:48,T3380,A5,The Weeknd,R&B,Mobile,GB,153908,57388,0,2025-07-06
S1589,2025-07-14 22:58:06,T3034,A7,SZA,R&B,Desktop,US,132353,80814,0,2025-07-14
S1590,2025-10-26 20:25:14,T7810,A2,Billie Eilish,Pop,Mobile,CA,212290,151908,0,2025-10-26
S1591,2025-10-17 09:55:48,T8941,A3,Bad Bunny,Latin,Mobile,US,128173,33947,1,2025-10-17
S1592,2026-02-02 12:41:22,T5544,A5,The Weeknd,R&B,Mobile,US,125196,98619,0,2026-02-02
S1593,2025-03-28 16:51:37,T8938,A10,Olivia Rodrigo,Pop,Mobile,ES,258989,52350,1,2025-03-28
S1594,2025-03-19 10:40:14,T1711,A2,Billie Eilish,Pop,Mobile,GB,186274,27408,1,2025-03-19
S1595,2025-10-29 12:47:52,T8480,A10,Olivia Rodrigo,Pop,Mobile,US,183541,126356,0,2025-10-29
S1596,2025-09-04 02:39:15,T9575,A7,SZA,R&B,Mobile,GB,251729,171468,0,2025-09-04
S1597,2025-05-22 20:31:36,T7378,A8,Post Malone,Pop,Mobile,US,250833,66574,0,2025-05-22
S1598,2025-03-09 23:17:19,T7431,A1,Taylor Swift,Pop,TV,US,209232,140784,0,2025-03-09
S1599,2025-03-12 10:45:01,T4763,A3,Bad Bunny,Latin,Mobile,GB,204646,193953,0,2025-03-12
S1600,2025-12-26 13:54:22,T3063,A1,Taylor Swift,Pop,Mobile,US,142572,14391,1,2025-12-26
S1601,2025-04-21 17:29:02,T4250,A3,Bad Bunny,Latin,Mobile,US,144421,127185,0,2025-04-21
S1602,2025-06-09 13:45:38,T5594,A10,Olivia Rodrigo,Pop,Mobile,US,122164,102576,0,2025-06-09
S1603,2025-05-04 20:46:48,T5431,A1,Taylor Swift,Pop,Desktop,US,226642,168155,0,2025-05-04
S1604,2025-06-20 05:00:40,T3813,A5,The Weeknd,R&B,Mobile,US,225106,165941,0,2025-06-20
S1605,2025-03-06 06:21:28,T1480,A1,Taylor Swift,Pop,Mobile,CA,174292,138448,0,2025-03-06
S1606,2025-08-14 18:13:47,T5972,A7,SZA,R&B,Mobile,US,190167,27600,1,2025-08-14
S1607,2025-03-05 15:27:20,T1547,A2,Billie Eilish,Pop,Mobile,GB,182939,150335,0,2025-03-05
S1608,2025-11-27 07:44:31,T7378,A1,Taylor Swift,Pop,Mobile,CA,239855,109769,0,2025-11-27
S1609,2025-05-07 13:05:53,T9955,A3,Bad Bunny,Latin,Mobile,US,223533,68508,1,2025-05-07
S1610,2025-08-21 19:00:20,T9065,A8,Post Malone,Pop,Mobile,BD,238288,38358,1,2025-08-21
S1611,2025-12-22 06:56:03,T7331,A1,Taylor Swift,Pop,Mobile,ES,164598,73374,1,2025-12-22
S1612,2025-10-01 16:02:48,T5793,A2,Billie Eilish,Pop,Mobile,US,256268,201401,0,2025-10-01
S1613,2025-08-19 11:29:30,T4555,A1,Taylor Swift,Pop,Mobile,BD,237005,173313,0,2025-08-19
S1614,2025-06-09 19:33:18,T1388,A10,Olivia Rodrigo,Pop,Mobile,US,153689,34197,1,2025-06-09
S1615,2025-06-12 19:19:22,T4570,A6,Kendrick Lamar,Rap,Desktop,CA,206707,136800,0,2025-06-12
S1616,2025-10-08 18:53:58,T6114,A7,SZA,R&B,Mobile,BD,182548,48980,1,2025-10-08
S1617,2026-02-03 18:39:24,T8559,A6,Kendrick Lamar,Rap,Desktop,CA,226153,56059,1,2026-02-03
S1618,2025-10-05 19:14:37,T5609,A2,Billie Eilish,Pop,Mobile,US,205949,49156,1,2025-10-05
S1619,2025-08-27 20:22:51,T2889,A6,Kendrick Lamar,Rap,Desktop,ES,221282,180015,0,2025-08-27
S1620,2025-10-31 20:01:56,T7403,A1,Taylor Swift,Pop,Mobile,MX,129279,109497,0,2025-10-31
S1621,2025-07-27 13:56:14,T1802,A4,Drake,Hip-Hop,Mobile,US,248239,180988,0,2025-07-27
S1622,2025-03-02 18:51:43,T4174,A5,The Weeknd,R&B,Mobile,US,142925,132400,0,2025-03-02
S1623,2025-08-29 09:34:09,T9966,A5,The Weeknd,R&B,Mobile,US,125572,79302,0,2025-08-29
S1624,2026-01-19 17:13:26,T6533,A1,Taylor Swift,Pop,Mobile,US,198221,57308,1,2026-01-19
S1625,2025-04-15 09:53:13,T4350,A1,Taylor Swift,Pop,Mobile,US,206686,156893,0,2025-04-15
S1626,2025-10-16 11:34:32,T2178,A8,Post Malone,Pop,TV,US,223726,187329,0,2025-10-16
S1627,2025-04-25 00:51:00,T9049,A7,SZA,R&B,Mobile,US,210539,151197,0,2025-04-25
S1628,2025-08-20 10:33:18,T8957,A1,Taylor Swift,Pop,Desktop,US,159378,104490,0,2025-08-20
S1629,2025-03-16 15:23:41,T3444,A1,Taylor Swift,Pop,Mobile,US,225542,184247,0,2025-03-16
S1630,2025-07-22 12:03:35,T6706,A9,"Tyler, The Creator",Alternative,Mobile,US,142617,106764,0,2025-07-22
S1631,2025-11-10 14:12:57,T3079,A8,Post Malone,Pop,Mobile,MX,178052,107020,0,2025-11-10
S1632,2025-06-17 18:31:08,T9878,A10,Olivia Rodrigo,Pop,Mobile,BD,184129,144545,0,2025-06-17
S1633,2025-10-06 21:38:15,T2597,A2,Billie Eilish,Pop,Mobile,US,236076,127146,0,2025-10-06
S1634,2025-11-25 11:49:02,T2158,A5,The Weeknd,R&B,Mobile,US,172454,44191,1,2025-11-25
S1635,2026-01-06 23:51:19,T9126,A2,Billie Eilish,Pop,TV,US,149270,147972,0,2026-01-06
S1636,2025-05-07 20:09:55,T5379,A6,Kendrick Lamar,Rap,Mobile,US,230016,58550,1,2025-05-07
S1637,2025-07-05 05:57:57,T6402,A1,Taylor Swift,Pop,Mobile,US,234400,198357,0,2025-07-05
S1638,2025-04-06 18:21:47,T6832,A1,Taylor Swift,Pop,Mobile,BD,123217,84145,0,2025-04-06
S1639,2026-02-02 22:02:10,T7119,A1,Taylor Swift,Pop,Mobile,US,248066,110841,0,2026-02-02
S1640,2026-01-06 22:24:41,T4219,A7,SZA,R&B,Mobile,GB,256888,89810,1,2026-01-06
S1641,2025-08-21 19:47:07,T3347,A5,The Weeknd,R&B,TV,US,161106,15476,1,2025-08-21
S1642,2025-12-10 18:08:14,T3788,A6,Kendrick Lamar,Rap,Mobile,US,243859,156459,0,2025-12-10
S1643,2025-08-15 09:31:52,T5831,A9,"Tyler, The Creator",Alternative,Mobile,US,185162,90549,0,2025-08-15
S1644,2025-09-21 07:02:03,T9690,A7,SZA,R&B,TV,US,210847,174456,0,2025-09-21
S1645,2025-03-13 18:29:12,T1566,A4,Drake,Hip-Hop,Mobile,US,201363,165525,0,2025-03-13
S1646,2025-11-10 05:43:20,T4002,A10,Olivia Rodrigo,Pop,Mobile,MX,166175,57786,0,2025-11-10
S1647,2025-03-28 08:40:56,T3891,A4,Drake,Hip-Hop,Mobile,BD,258730,241661,0,2025-03-28
S1648,2025-12-05 20:45:18,T7305,A1,Taylor Swift,Pop,Mobile,US,191588,99038,0,2025-12-05
S1649,2025-11-20 08:38:47,T4290,A10,Olivia Rodrigo,Pop,Mobile,US,186389,29915,1,2025-11-20
S1650,2025-10-23 14:21:19,T5098,A1,Taylor Swift,Pop,Desktop,US,185783,144743,0,2025-10-23
S1651,2025-02-20 22:36:30,T9679,A5,The Weeknd,R&B,Mobile,GB,245059,125667,0,2025-02-20
S1652,2025-06-02 17:09:17,T8807,A3,Bad Bunny,Latin,Mobile,US,166604,59830,0,2025-06-02
S1653,2025-05-18 18:42:38,T2464,A5,The Weeknd,R&B,Mobile,US,196031,163124,0,2025-05-18
S1654,2025-06-21 21:45:19,T3607,A5,The Weeknd,R&B,TV,US,212664,36147,1,2025-06-21
S1655,2025-03-13 03:17:10,T7131,A2,Billie Eilish,Pop,Mobile,US,248600,225331,0,2025-03-13
S1656,2026-01-11 01:21:58,T4090,A5,The Weeknd,R&B,Mobile,US,187999,184734,0,2026-01-11
S1657,2025-08-26 13:43:17,T4254,A7,SZA,R&B,Mobile,US,238425,140371,0,2025-08-26
S1658,2025-06-03 12:57:33,T1606,A3,Bad Bunny,Latin,Mobile,BD,194713,153929,0,2025-06-03
S1659,2025-07-04 10:22:00,T2312,A4,Drake,Hip-Hop,Mobile,US,174933,99271,0,2025-07-04
S1660,2025-07-21 10:54:09,T1668,A3,Bad Bunny,Latin,Mobile,BD,246934,170507,0,2025-07-21
S1661,2025-09-12 14:52:00,T9906,A8,Post Malone,Pop,Mobile,US,141750,119736,0,2025-09-12
S1662,2025-08-13 15:37:38,T6055,A7,SZA,R&B,Mobile,US,188670,166009,0,2025-08-13
S1663,2026-01-03 20:48:08,T1493,A9,"Tyler, The Creator",Alternative,Desktop,US,258742,172672,0,2026-01-03
S1664,2025-08-07 06:30:06,T1895,A2,Billie Eilish,Pop,Mobile,CA,195148,189413,0,2025-08-07
S1665,2026-02-02 20:16:34,T3885,A1,Taylor Swift,Pop,Mobile,ES,171469,47194,1,2026-02-02
S1666,2025-12-13 14:47:36,T2584,A1,Taylor Swift,Pop,Mobile,CA,240839,227642,0,2025-12-13
S1667,2025-04-27 21:51:17,T9977,A2,Billie Eilish,Pop,Mobile,CA,143257,18707,1,2025-04-27
S1668,2026-01-08 13:32:03,T8098,A5,The Weeknd,R&B,Desktop,US,187197,124852,0,2026-01-08
S1669,2025-03-23 23:22:10,T5153,A10,Olivia Rodrigo,Pop,Mobile,US,258554,189796,0,2025-03-23
S1670,2025-12-03 06:51:08,T6121,A3,Bad Bunny,Latin,Mobile,BD,214543,63120,0,2025-12-03
S1671,2025-06-28 20:29:07,T4557,A10,Olivia Rodrigo,Pop,Mobile,BD,208811,35761,1,2025-06-28
S1672,2025-12-21 15:39:04,T7995,A1,Taylor Swift,Pop,Mobile,US,215068,199151,0,2025-12-21
S1673,2025-12-18 15:11:00,T3897,A9,"Tyler, The Creator",Alternative,Mobile,US,183743,99030,0,2025-12-18
S1674,2025-11-29 10:14:24,T1541,A2,Billie Eilish,Pop,Mobile,US,160020,143556,0,2025-11-29
S1675,2025-11-23 09:17:37,T5310,A9,"Tyler, The Creator",Alternative,Desktop,US,226103,169151,0,2025-11-23
S1676,2025-06-03 04:41:45,T1440,A1,Taylor Swift,Pop,TV,GB,244051,122775,0,2025-06-03
S1677,2025-03-10 16:52:25,T2023,A10,Olivia Rodrigo,Pop,Desktop,CA,218858,142151,0,2025-03-10
S1678,2025-07-06 11:39:58,T6768,A2,Billie Eilish,Pop,Mobile,US,131399,74707,0,2025-07-06
S1679,2025-04-14 18:02:53,T7617,A3,Bad Bunny,Latin,Mobile,US,213401,182238,0,2025-04-14
S1680,2025-10-18 08:21:25,T2171,A5,The Weeknd,R&B,Mobile,US,173753,137837,0,2025-10-18
S1681,2025-06-17 05:18:43,T9726,A4,Drake,Hip-Hop,Desktop,US,252888,100394,1,2025-06-17
S1682,2026-01-26 23:43:46,T2201,A6,Kendrick Lamar,Rap,Desktop,US,193075,156596,0,2026-01-26
S1683,2025-09-27 20:59:38,T1624,A10,Olivia Rodrigo,Pop,Mobile,US,201010,184182,0,2025-09-27
S1684,2025-12-04 19:58:35,T3784,A6,Kendrick Lamar,Rap,Mobile,US,169340,61996,1,2025-12-04
S1685,2025-03-30 03:20:40,T2252,A7,SZA,R&B,Mobile,BD,170592,44782,1,2025-03-30
S1686,2025-12-16 18:53:47,T3006,A1,Taylor Swift,Pop,Desktop,US,153988,47061,1,2025-12-16
S1687,2026-01-05 07:25:12,T7629,A6,Kendrick Lamar,Rap,Mobile,US,237285,166039,0,2026-01-05
S1688,2025-08-03 20:35:23,T6796,A4,Drake,Hip-Hop,Mobile,US,229364,139725,0,2025-08-03
S1689,2025-09-14 18:40:25,T8099,A9,"Tyler, The Creator",Alternative,Mobile,US,130253,29969,1,2025-09-14
S1690,2025-11-13 19:20:17,T9964,A4,Drake,Hip-Hop,Mobile,CA,221211,146320,0,2025-11-13
S1691,2025-04-15 05:14:14,T1753,A7,SZA,R&B,Mobile,US,240371,165942,0,2025-04-15
S1692,2025-08-09 03:05:42,T8717,A2,Billie Eilish,Pop,Mobile,US,135604,45632,0,2025-08-09
S1693,2025-07-04 22:30:27,T9188,A3,Bad Bunny,Latin,Mobile,BD,154483,95335,0,2025-07-04
S1694,2025-04-04 10:07:28,T6869,A4,Drake,Hip-Hop,Mobile,MX,230031,121751,0,2025-04-04
S1695,2025-06-24 11:20:16,T1119,A3,Bad Bunny,Latin,Mobile,US,160577,140035,0,2025-06-24
S1696,2025-03-05 19:55:56,T5346,A2,Billie Eilish,Pop,TV,US,147501,93932,0,2025-03-05
S1697,2025-02-16 18:48:23,T9119,A1,Taylor Swift,Pop,TV,US,122670,106002,0,2025-02-16
S1698,2025-03-31 03:57:59,T9656,A8,Post Malone,Pop,Desktop,BD,135135,123324,0,2025-03-31
S1699,2026-01-21 20:49:35,T7461,A1,Taylor Swift,Pop,Mobile,CA,211739,59119,1,2026-01-21
